,invoice_id,customer_id,invoice_date,billing_address,billing_city,billing_state,billing_country,billing_postal_code,total,latlon,weather_json,weather_desc,weather_state,precipitation,FeelsLikeF
68,69,25,2009-10-25,319 N. Frances Street,Madison,WI,USA,53703,0.99,"(43.0775, -89.3831)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'17', u'FeelsLikeF': u'51', u'FeelsLikeC': u'10', u'DewPointC': u'10', u'windspeedMiles': u'11', u'DewPointF': u'50', u'HeatIndexF': u'53', u'cloudcover': u'100', u'HeatIndexC': u'12', u'precipMM': u'1.3', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'}], u'WindGustMiles': u'11', u'pressure': u'1014', u'WindGustKmph': u'17', u'weatherDesc': [{u'value': u'Light drizzle'}], u'winddir16Point': u'SSW', u'weatherCode': u'266', u'tempC': u'13', u'tempF': u'55', u'WindChillF': u'51', u'WindChillC': u'10', u'winddirDegree': u'213', u'humidity': u'88', u'visibility': u'2', u'time': u'24'}], u'maxtempF': u'55', u'mintempF': u'42', u'mintempC': u'6', u'maxtempC': u'13', u'date': u'2009-10-25', u'astronomy': [{u'sunset': u'05:59 PM', u'moonset': u'11:54 PM', u'moonrise': u'02:08 PM', u'sunrise': u'07:24 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 43.08 and Lon -89.38', u'type': u'LatLon'}]}}",Light drizzle,Clouds,1.3,51.0
69,70,26,2009-11-07,2211 W Berry Street,Fort Worth,TX,USA,76110,1.98,"(32.7065, -97.3375)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'19', u'FeelsLikeF': u'71', u'FeelsLikeC': u'22', u'DewPointC': u'15', u'windspeedMiles': u'12', u'DewPointF': u'59', u'HeatIndexF': u'76', u'cloudcover': u'0', u'HeatIndexC': u'25', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'12', u'pressure': u'1018', u'WindGustKmph': u'19', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'S', u'weatherCode': u'113', u'tempC': u'23', u'tempF': u'74', u'WindChillF': u'71', u'WindChillC': u'22', u'winddirDegree': u'190', u'humidity': u'66', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'74', u'mintempF': u'58', u'mintempC': u'15', u'maxtempC': u'23', u'date': u'2009-11-07', u'astronomy': [{u'sunset': u'06:33 PM', u'moonset': u'12:49 PM', u'moonrise': u'11:18 PM', u'sunrise': u'07:53 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 32.71 and Lon -97.34', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,71.0
70,71,28,2009-11-07,302 S 700 E,Salt Lake City,UT,USA,84102,1.98,"(40.76, -111.8627)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'10', u'FeelsLikeF': u'48', u'FeelsLikeC': u'9', u'DewPointC': u'-6', u'windspeedMiles': u'6', u'DewPointF': u'21', u'HeatIndexF': u'50', u'cloudcover': u'28', u'HeatIndexC': u'10', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'6', u'pressure': u'1011', u'WindGustKmph': u'10', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'WSW', u'weatherCode': u'116', u'tempC': u'14', u'tempF': u'57', u'WindChillF': u'48', u'WindChillC': u'9', u'winddirDegree': u'238', u'humidity': u'31', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'57', u'mintempF': u'27', u'mintempC': u'-3', u'maxtempC': u'14', u'date': u'2009-11-07', u'astronomy': [{u'sunset': u'06:16 PM', u'moonset': u'01:11 PM', u'moonrise': u'10:58 PM', u'sunrise': u'08:05 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 40.76 and Lon -111.86', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.0,48.0
71,72,30,2009-11-08,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,3.96,"(45.416667, -75.7)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'20', u'FeelsLikeF': u'46', u'FeelsLikeC': u'8', u'DewPointC': u'6', u'windspeedMiles': u'12', u'DewPointF': u'42', u'HeatIndexF': u'49', u'cloudcover': u'0', u'HeatIndexC': u'9', u'precipMM': u'0.6', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'7', u'pressure': u'1022', u'WindGustKmph': u'12', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'W', u'weatherCode': u'113', u'tempC': u'13', u'tempF': u'55', u'WindChillF': u'46', u'WindChillC': u'8', u'winddirDegree': u'267', u'humidity': u'78', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'55', u'mintempF': u'43', u'mintempC': u'6', u'maxtempC': u'13', u'date': u'2009-11-08', u'astronomy': [{u'sunset': u'05:41 PM', u'moonset': u'01:34 PM', u'moonrise': u'11:30 PM', u'sunrise': u'07:52 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 45.42 and Lon -75.70', u'type': u'LatLon'}]}}",Sunny,Sun,0.6,46.0
72,73,34,2009-11-09,Rua da Assunção 53,Lisbon,,Portugal,,5.94,"(38.7166667, -9.1333333)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'23', u'FeelsLikeF': u'64', u'FeelsLikeC': u'18', u'DewPointC': u'13', u'windspeedMiles': u'14', u'DewPointF': u'55', u'HeatIndexF': u'64', u'cloudcover': u'75', u'HeatIndexC': u'18', u'precipMM': u'1.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'}], u'WindGustMiles': u'17', u'pressure': u'1023', u'WindGustKmph': u'28', u'weatherDesc': [{u'value': u'Cloudy '}], u'winddir16Point': u'N', u'weatherCode': u'119', u'tempC': u'18', u'tempF': u'64', u'WindChillF': u'64', u'WindChillC': u'18', u'winddirDegree': u'351', u'humidity': u'74', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'64', u'mintempF': u'60', u'mintempC': u'16', u'maxtempC': u'18', u'date': u'2009-11-09', u'astronomy': [{u'sunset': u'05:28 PM', u'moonset': u'01:18 PM', u'moonrise': u'No moonrise', u'sunrise': u'07:12 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 38.72 and Lon -9.13', u'type': u'LatLon'}]}}",Cloudy ,Clouds,1.0,64.0
73,74,40,2009-11-12,"8, Rue Hanovre",Paris,,France,75002,8.91,"(48.8655, 2.3426)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'22', u'FeelsLikeF': u'53', u'FeelsLikeC': u'12', u'DewPointC': u'8', u'windspeedMiles': u'14', u'DewPointF': u'47', u'HeatIndexF': u'56', u'cloudcover': u'9', u'HeatIndexC': u'13', u'precipMM': u'1.5', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'14', u'pressure': u'1009', u'WindGustKmph': u'22', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'SSW', u'weatherCode': u'113', u'tempC': u'13', u'tempF': u'56', u'WindChillF': u'53', u'WindChillC': u'12', u'winddirDegree': u'209', u'humidity': u'72', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'56', u'mintempF': u'51', u'mintempC': u'10', u'maxtempC': u'13', u'date': u'2009-11-12', u'astronomy': [{u'sunset': u'05:14 PM', u'moonset': u'02:52 PM', u'moonrise': u'02:48 AM', u'sunrise': u'07:55 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 48.87 and Lon 2.34', u'type': u'LatLon'}]}}",Sunny,Sun,1.5,53.0
74,75,49,2009-11-17,Ordynacka 10,Warsaw,,Poland,00-358,13.86,"(52.25, 21.0)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'13', u'FeelsLikeF': u'46', u'FeelsLikeC': u'8', u'DewPointC': u'9', u'windspeedMiles': u'8', u'DewPointF': u'47', u'HeatIndexF': u'49', u'cloudcover': u'100', u'HeatIndexC': u'9', u'precipMM': u'9.4', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'}], u'WindGustMiles': u'10', u'pressure': u'1014', u'WindGustKmph': u'16', u'weatherDesc': [{u'value': u'Light rain'}], u'winddir16Point': u'SSW', u'weatherCode': u'296', u'tempC': u'9', u'tempF': u'49', u'WindChillF': u'46', u'WindChillC': u'8', u'winddirDegree': u'209', u'humidity': u'95', u'visibility': u'9', u'time': u'24'}], u'maxtempF': u'49', u'mintempF': u'45', u'mintempC': u'7', u'maxtempC': u'9', u'date': u'2009-11-17', u'astronomy': [{u'sunset': u'03:41 PM', u'moonset': u'03:30 PM', u'moonrise': u'08:05 AM', u'sunrise': u'07:00 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 52.25 and Lon 21.00', u'type': u'LatLon'}]}}",Light rain,Rain,9.4,46.0
75,76,4,2009-11-25,Ullevålsveien 14,Oslo,,Norway,0171,0.99,"(59.9127, 10.7461)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'31', u'FeelsLikeF': u'40', u'FeelsLikeC': u'4', u'DewPointC': u'8', u'windspeedMiles': u'19', u'DewPointF': u'46', u'HeatIndexF': u'47', u'cloudcover': u'100', u'HeatIndexC': u'8', u'precipMM': u'14.1', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0024_thunderstorms.png'}], u'WindGustMiles': u'31', u'pressure': u'984', u'WindGustKmph': u'50', u'weatherDesc': [{u'value': u'Moderate or heavy rain in area with thunder'}], u'winddir16Point': u'S', u'weatherCode': u'389', u'tempC': u'8', u'tempF': u'47', u'WindChillF': u'40', u'WindChillC': u'4', u'winddirDegree': u'179', u'humidity': u'98', u'visibility': u'6', u'time': u'24'}], u'maxtempF': u'47', u'mintempF': u'38', u'mintempC': u'4', u'maxtempC': u'8', u'date': u'2009-11-25', u'astronomy': [{u'sunset': u'03:29 PM', u'moonset': u'No moonset', u'moonrise': u'01:10 PM', u'sunrise': u'08:38 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 59.91 and Lon 10.75', u'type': u'LatLon'}]}}",Moderate or heavy rain in area with thunder,Rain,14.1,40.0
76,77,5,2009-12-08,Klanova 9/506,Prague,,Czech Republic,14700,1.98,"(50.0833333, 14.4666667)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'21', u'FeelsLikeF': u'37', u'FeelsLikeC': u'3', u'DewPointC': u'3', u'windspeedMiles': u'13', u'DewPointF': u'37', u'HeatIndexF': u'41', u'cloudcover': u'100', u'HeatIndexC': u'5', u'precipMM': u'9.7', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'}], u'WindGustMiles': u'6', u'pressure': u'1011', u'WindGustKmph': u'9', u'weatherDesc': [{u'value': u'Light rain'}], u'winddir16Point': u'S', u'weatherCode': u'296', u'tempC': u'5', u'tempF': u'41', u'WindChillF': u'37', u'WindChillC': u'3', u'winddirDegree': u'171', u'humidity': u'88', u'visibility': u'9', u'time': u'24'}], u'maxtempF': u'41', u'mintempF': u'37', u'mintempC': u'3', u'maxtempC': u'5', u'date': u'2009-12-08', u'astronomy': [{u'sunset': u'04:00 PM', u'moonset': u'11:51 AM', u'moonrise': u'11:47 PM', u'sunrise': u'07:48 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 50.08 and Lon 14.47', u'type': u'LatLon'}]}}",Light rain,Rain,9.7,37.0
77,78,7,2009-12-08,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,1.98,"(48.2077, 16.3705)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'25', u'FeelsLikeF': u'40', u'FeelsLikeC': u'5', u'DewPointC': u'5', u'windspeedMiles': u'15', u'DewPointF': u'40', u'HeatIndexF': u'41', u'cloudcover': u'100', u'HeatIndexC': u'5', u'precipMM': u'10.9', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'}], u'WindGustMiles': u'4', u'pressure': u'1012', u'WindGustKmph': u'6', u'weatherDesc': [{u'value': u'Light rain'}], u'winddir16Point': u'S', u'weatherCode': u'296', u'tempC': u'5', u'tempF': u'41', u'WindChillF': u'40', u'WindChillC': u'5', u'winddirDegree': u'169', u'humidity': u'95', u'visibility': u'9', u'time': u'24'}], u'maxtempF': u'41', u'mintempF': u'37', u'mintempC': u'3', u'maxtempC': u'5', u'date': u'2009-12-08', u'astronomy': [{u'sunset': u'04:01 PM', u'moonset': u'11:42 AM', u'moonrise': u'11:40 PM', u'sunrise': u'07:32 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 48.21 and Lon 16.37', u'type': u'LatLon'}]}}",Light rain,Rain,10.9,40.0
78,79,9,2009-12-09,Sønder Boulevard 51,Copenhagen,,Denmark,1720,3.96,"(55.6777, 12.5709)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'14', u'FeelsLikeF': u'40', u'FeelsLikeC': u'4', u'DewPointC': u'5', u'windspeedMiles': u'9', u'DewPointF': u'40', u'HeatIndexF': u'43', u'cloudcover': u'63', u'HeatIndexC': u'6', u'precipMM': u'0.3', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'}], u'WindGustMiles': u'8', u'pressure': u'1024', u'WindGustKmph': u'13', u'weatherDesc': [{u'value': u'Cloudy '}], u'winddir16Point': u'SE', u'weatherCode': u'119', u'tempC': u'6', u'tempF': u'43', u'WindChillF': u'40', u'WindChillC': u'4', u'winddirDegree': u'145', u'humidity': u'91', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'43', u'mintempF': u'41', u'mintempC': u'5', u'maxtempC': u'6', u'date': u'2009-12-09', u'astronomy': [{u'sunset': u'03:38 PM', u'moonset': u'12:14 PM', u'moonrise': u'No moonrise', u'sunrise': u'08:26 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 55.68 and Lon 12.57', u'type': u'LatLon'}]}}",Cloudy ,Clouds,0.3,40.0
79,80,13,2009-12-10,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,5.94,"(-10.0, -55.0)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'6', u'FeelsLikeF': u'90', u'FeelsLikeC': u'32', u'DewPointC': u'23', u'windspeedMiles': u'4', u'DewPointF': u'74', u'HeatIndexF': u'90', u'cloudcover': u'61', u'HeatIndexC': u'32', u'precipMM': u'32.4', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'}], u'WindGustMiles': u'4', u'pressure': u'1010', u'WindGustKmph': u'7', u'weatherDesc': [{u'value': u'Light rain shower'}], u'winddir16Point': u'NNW', u'weatherCode': u'353', u'tempC': u'28', u'tempF': u'83', u'WindChillF': u'83', u'WindChillC': u'28', u'winddirDegree': u'333', u'humidity': u'75', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'83', u'mintempF': u'73', u'mintempC': u'23', u'maxtempC': u'28', u'date': u'2009-12-10', u'astronomy': [{u'sunset': u'05:54 PM', u'moonset': u'12:57 PM', u'moonrise': u'12:24 AM', u'sunrise': u'05:12 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -10.00 and Lon -55.00', u'type': u'LatLon'}]}}",Light rain shower,Rain,32.4,90.0
80,81,19,2009-12-13,1 Infinite Loop,Cupertino,CA,USA,95014,8.91,"(37.318, -122.0449)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'22', u'FeelsLikeF': u'50', u'FeelsLikeC': u'10', u'DewPointC': u'10', u'windspeedMiles': u'13', u'DewPointF': u'50', u'HeatIndexF': u'52', u'cloudcover': u'73', u'HeatIndexC': u'11', u'precipMM': u'19.1', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0010_heavy_rain_showers.png'}], u'WindGustMiles': u'10', u'pressure': u'1013', u'WindGustKmph': u'16', u'weatherDesc': [{u'value': u'Moderate or heavy rain shower'}], u'winddir16Point': u'WSW', u'weatherCode': u'356', u'tempC': u'12', u'tempF': u'53', u'WindChillF': u'50', u'WindChillC': u'10', u'winddirDegree': u'245', u'humidity': u'92', u'visibility': u'7', u'time': u'24'}], u'maxtempF': u'53', u'mintempF': u'43', u'mintempC': u'6', u'maxtempC': u'12', u'date': u'2009-12-13', u'astronomy': [{u'sunset': u'05:51 PM', u'moonset': u'03:38 PM', u'moonrise': u'05:44 AM', u'sunrise': u'08:14 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 37.32 and Lon -122.04', u'type': u'LatLon'}]}}",Moderate or heavy rain shower,Rain,19.1,50.0
81,82,28,2009-12-18,302 S 700 E,Salt Lake City,UT,USA,84102,13.86,"(40.76, -111.8627)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'8', u'FeelsLikeF': u'29', u'FeelsLikeC': u'-1', u'DewPointC': u'-2', u'windspeedMiles': u'5', u'DewPointF': u'28', u'HeatIndexF': u'29', u'cloudcover': u'40', u'HeatIndexC': u'-1', u'precipMM': u'0.1', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'2', u'pressure': u'1028', u'WindGustKmph': u'4', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'N', u'weatherCode': u'116', u'tempC': u'3', u'tempF': u'38', u'WindChillF': u'29', u'WindChillC': u'-1', u'winddirDegree': u'353', u'humidity': u'94', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'38', u'mintempF': u'20', u'mintempC': u'-6', u'maxtempC': u'3', u'date': u'2009-12-18', u'astronomy': [{u'sunset': u'06:02 PM', u'moonset': u'08:10 PM', u'moonrise': u'10:30 AM', u'sunrise': u'08:47 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 40.76 and Lon -111.86', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.1,29.0
82,83,42,2009-12-26,"9, Place Louis Barthou",Bordeaux,,France,33000,0.99,"(44.8404, -0.5805)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'14', u'FeelsLikeF': u'42', u'FeelsLikeC': u'6', u'DewPointC': u'2', u'windspeedMiles': u'9', u'DewPointF': u'36', u'HeatIndexF': u'45', u'cloudcover': u'11', u'HeatIndexC': u'7', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'6', u'pressure': u'1007', u'WindGustKmph': u'10', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'ENE', u'weatherCode': u'113', u'tempC': u'7', u'tempF': u'45', u'WindChillF': u'42', u'WindChillC': u'6', u'winddirDegree': u'57', u'humidity': u'69', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'45', u'mintempF': u'40', u'mintempC': u'5', u'maxtempC': u'7', u'date': u'2009-12-26', u'astronomy': [{u'sunset': u'05:27 PM', u'moonset': u'02:39 AM', u'moonrise': u'01:09 PM', u'sunrise': u'08:39 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 44.84 and Lon -0.58', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,42.0
83,84,43,2010-01-08,"68, Rue Jouvence",Dijon,,France,21000,1.98,"(47.3167, 5.0167)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'33', u'FeelsLikeF': u'17', u'FeelsLikeC': u'-8', u'DewPointC': u'-4', u'windspeedMiles': u'20', u'DewPointF': u'26', u'HeatIndexF': u'30', u'cloudcover': u'100', u'HeatIndexC': u'-1', u'precipMM': u'6.3', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0011_light_snow_showers.png'}], u'WindGustMiles': u'26', u'pressure': u'1008', u'WindGustKmph': u'42', u'weatherDesc': [{u'value': u'Light snow'}], u'winddir16Point': u'NNE', u'weatherCode': u'326', u'tempC': u'-1', u'tempF': u'30', u'WindChillF': u'17', u'WindChillC': u'-8', u'winddirDegree': u'21', u'humidity': u'83', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'30', u'mintempF': u'23', u'mintempC': u'-5', u'maxtempC': u'-1', u'date': u'2010-01-08', u'astronomy': [{u'sunset': u'05:08 PM', u'moonset': u'11:58 AM', u'moonrise': u'02:01 AM', u'sunrise': u'08:26 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 47.32 and Lon 5.02', u'type': u'LatLon'}]}}",Light snow,Snow,6.3,17.0
84,85,45,2010-01-08,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,1.98,"(47.5011, 19.0469)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'27', u'FeelsLikeF': u'23', u'FeelsLikeC': u'-5', u'DewPointC': u'0', u'windspeedMiles': u'17', u'DewPointF': u'33', u'HeatIndexF': u'33', u'cloudcover': u'100', u'HeatIndexC': u'1', u'precipMM': u'13.2', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'}], u'WindGustMiles': u'22', u'pressure': u'1013', u'WindGustKmph': u'36', u'weatherDesc': [{u'value': u'Light rain'}], u'winddir16Point': u'E', u'weatherCode': u'296', u'tempC': u'1', u'tempF': u'34', u'WindChillF': u'23', u'WindChillC': u'-5', u'winddirDegree': u'80', u'humidity': u'99', u'visibility': u'9', u'time': u'24'}], u'maxtempF': u'34', u'mintempF': u'31', u'mintempC': u'0', u'maxtempC': u'1', u'date': u'2010-01-08', u'astronomy': [{u'sunset': u'04:11 PM', u'moonset': u'11:01 AM', u'moonrise': u'01:03 AM', u'sunrise': u'07:31 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 47.50 and Lon 19.05', u'type': u'LatLon'}]}}",Light rain,Rain,13.2,23.0
85,86,47,2010-01-09,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,3.96,"(41.9, 12.4833)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'37', u'FeelsLikeF': u'46', u'FeelsLikeC': u'8', u'DewPointC': u'8', u'windspeedMiles': u'23', u'DewPointF': u'47', u'HeatIndexF': u'51', u'cloudcover': u'91', u'HeatIndexC': u'11', u'precipMM': u'18.4', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0010_heavy_rain_showers.png'}], u'WindGustMiles': u'26', u'pressure': u'998', u'WindGustKmph': u'41', u'weatherDesc': [{u'value': u'Moderate or heavy rain shower'}], u'winddir16Point': u'SW', u'weatherCode': u'356', u'tempC': u'11', u'tempF': u'51', u'WindChillF': u'46', u'WindChillC': u'8', u'winddirDegree': u'221', u'humidity': u'85', u'visibility': u'7', u'time': u'24'}], u'maxtempF': u'51', u'mintempF': u'41', u'mintempC': u'5', u'maxtempC': u'11', u'date': u'2010-01-09', u'astronomy': [{u'sunset': u'04:57 PM', u'moonset': u'12:13 PM', u'moonrise': u'02:26 AM', u'sunrise': u'07:38 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 41.90 and Lon 12.48', u'type': u'LatLon'}]}}",Moderate or heavy rain shower,Rain,18.4,46.0
86,87,51,2010-01-10,Celsiusg. 9,Stockholm,,Sweden,11230,6.94,"(59.3326, 18.0649)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'15', u'FeelsLikeF': u'15', u'FeelsLikeC': u'-9', u'DewPointC': u'-5', u'windspeedMiles': u'10', u'DewPointF': u'24', u'HeatIndexF': u'25', u'cloudcover': u'38', u'HeatIndexC': u'-4', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'15', u'pressure': u'1036', u'WindGustKmph': u'24', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'NNE', u'weatherCode': u'116', u'tempC': u'-4', u'tempF': u'25', u'WindChillF': u'15', u'WindChillC': u'-9', u'winddirDegree': u'16', u'humidity': u'95', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'25', u'mintempF': u'15', u'mintempC': u'-9', u'maxtempC': u'-4', u'date': u'2010-01-10', u'astronomy': [{u'sunset': u'03:14 PM', u'moonset': u'10:48 AM', u'moonrise': u'04:46 AM', u'sunrise': u'08:37 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 59.33 and Lon 18.06', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.0,15.0
